# last update: 24-MARCH-2022
# collection:skeleton:type:source
Ansible:collection-aplatform64:d:collection-aplatform64
Ansible:collection-generic:d:collection-generic
Ansible:molecule-aplatform64:d:molecule-aplatform64
Ansible:role-aplatform64-full:d:role-aplatform64-full
Ansible:role-generic:d:role-generic
Bash:bashlib64-generic:f:template.bash
Bash:library-generic:f:template.bash
Bash:script-generic:f:template.bash
Container:dockerfile-generic:f:Dockerfile
Container:dockerfile-hello_world:f:Dockerfile
Container:dockerfile-ubuntu:f:Dockerfile
GIT:generic:d:project
GIT:terraform-module:d:terraform-provider-module
Licenses:apache-v2:f:LICENSE
Licenses:git-coc:f:CODE_OF_CONDUCT.md
Licenses:gnu-v3:f:COPYING
MarkDown:project-generic-readme:f:README.md
MarkDown:project-generic-changelog:f:CHANGELOG.md
MarkDown:bash-generic:f:README.md
MarkDown:terraform-module:f:README.md
MarkDown:terraform-terra4aws64:f:README.md
MarkDown:ansible-collection-generic:f:README.md
MarkDown:ansible-role-generic:f:README.md
MarkDown:ansible-collection-aplatform64:f:README.md
MarkDown:ansible-role-aplatform64:f:README.md
MarkDown:ansible-playbook-aplatform64:f:README.md
MkDocs:configuration-material:d:configuration-material
MkDocs:configuration-readthedocs:d:configuration-readthedocs
Python:modules-ansible:d:modules-ansible
Terraform:module-generic:d:module-generic
VSCode:configuration-full:d:.vscode
Combo:aplatform64-role:b:aplatform64-role
Combo:git-generic:b:git-generic
Combo:git-terraform-module:b:terraform-provider-module
